label,text
10,KESKO CORPORATION STOCK EXCHANGE RELEASE  AT      Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of KaukoTelko Ltd  a subsidiary wholly owned by Kesko 
10,Sponda Plc Stock Exchange Release  December  at  EUR  BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a oneyear syndicated credit facility for a total of EUR  billion 
7,STOCK EXCHANGE ANNOUNCEMENT  July      BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of   shares have been subscribed with BasWare Warrant Program 
10,The contract covers HDO platform  AC and CXE optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks 
7,The new plant is planned to have an electricity generation capacity of up to  megawatts  MW  and the same heat generation capacity 
10,The OMX Helsinki  index was up  pct at  and the Helsinki CAP portfolio index was  pct higher at  
7, So  the sales growth of cars considerably influence on the tires market  
7,A maximum of  new shares can further be subscribed for by exercising B options under the  stock option plan 
7,As a result of the share issue  the number of the company s shares increases by  shares and the share capital by a total of EUR  
7,Finnish real estate investor Sponda Plc said on Wednesday  March that it has signed agreements with Danske Bank AS  Helsinki Branch for a year EURm credit facility and with Ilmarinen Mutual Pension Insurance Company for a year EURm credit facility 
7,On the route between Helsinki in Finland and Tallinn in Estonia  cargo volumes increased by    while cargo volumes between Finland and Sweden fell by   
7,Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments  divestments and redelivery of excess tonnage 
10,Rinkuskiai raised the sales by  percent  to  million liters  while the sales of Kauno Alus grew by  percent  to  liters 
7,TELECOMWORLDWIRE April TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday  April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj 
7,The  new Series A shares will become subject to trading on the Helsinki Stock Exchange s Main List  together with the old Series A shares  on July    
7,The fuel purchase contracts have been signed with three months  delivery from this September to November 
7,Tiimari operates  stores in six countries  including its core Finnish market  and generated a turnover of  mln eur in  
10,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe 
10,The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean  Africa and North America  says Uwe Bakosch 
7,No blindspots coming from  vantage point allows investigators to see the whole story in high resolution with no unbroken video 
10,The company still expects its turnover in  to slightly increase from the level of   adding that  market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year  
10,The acquisition will considerably increase Kemira s sales and market position in the Russian metal industry coatings market 
10,In JanuarySeptember   Finnlines  net sales rose to EUR  mn from EUR  mn in the corresponding period in  
10,Adjusted for changes in the Group structure  the Division s net sales increased by   
10, The change will optimize the operational efficiencies of our growing business   said Julia Prohaska  director of marketing communications for Fiskars 
10, They would invest not only in the physical infrastructure  but would also provide knowhow for managing and developing science and technology parks   said Sunrise Valley director Andrius Bagdonas 
10, February   Finnish broadband data communication systems provider Teleste Oyj HEL  TLTV saw its net profit jump to EUR  m for the last quarter of  from EUR  for the same period of  
10,Finnish Aktia Group s operating profit rose to EUR  mn in the first quarter of  from EUR  mn in the first quarter of  
10,Finnish Bank of land s consolidated net operating profit increased from EUR  mn in the first quarter of  to EUR  mn in the first quarter of  
10,Finnish financial group Aktia reports operating profit of EUR  mn in JanuarySeptember   up from EUR  mn in the corresponding period in  
10,Finnish high technology provider Vaahto Group reports net sales of EUR  mn in the accounting period September   February   an increase of   from a year earlier 
10,Net sales of Finnish food industry company LÆnnen Tehtaat s continuing operations increased by   in  to EUR  mn from EUR  mn in  
10,An individual promotion also generated slightly higherthanexpected revenues 
10,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement 
10,Both operating profit and turnover for the threemonth period increased  respectively from EUR  m and EUR  m  as compared to the corresponding period in  
10,Circulation revenue has increased by   in Finland and   in Sweden in  
10,Clothing chain SeppÆlÆ s net sales increased by   to EUR  mn 
10,Construction volumes meanwhile grow at a rate of  percent annually 
10,Finnish and Swedish construction markets are still experiencing an estimated   annual growth in  
10,However  Biohit estimates its total net sales will continue to grow in   and that favourable trends in net sales will lead to a profit in  
10,In   Fiskars  cash flow from operating activities amounted to EURm  up from EURm in the previous year 
10,In Lithuania  operating profit rose to EUR  from EUR  in the corresponding period in  
10,In the fourth quarter of   net sales increased by   to EUR  mn from EUR  mn in the fourth quarter of  
10,International sales rose by   to EUR  mn 
7,Kalmar Espana generated net sales of some  mln euro   mln in  
10,Net sales grew in the period to  xac  million  US million from  xac  million in  
10,Net sales increased to EURm in April to June  from EURm a year earlier 
10,Net sales rose by   yearonyear to EUR  m  as the number of chargers delivered went up by   to  million pieces 
10,Net sales totaled EUR  mn  up from EUR  mn in the corresponding period in  
10,Nokia also noted the average selling price of handsets declined during the period  though its mobile phone profit margin rose to more than  percent from  percent in the yearago quarter 
10,Operating profit increased by   to EUR  mn from EUR  mn 
10,Operating profit margin increased from   to   
10,Operating profit rose to EUR  mn from EUR  mn in the corresponding period in  
10,Operating profit rose to EUR mn from EUR  mn in the fourth quarter of  
10,Operating profit was EUR  mn  up from EUR  mn 
10,Ramirent s net sales in the second quarterended June  were EURO  million about US   million  a percent increase compared with EURO  million for thesecond quarter last year 
10,Revenue grew by  percent to  xac  million   million  from  xac  million 
10,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply  suction anchors in September  from its Kalajoki unit in Finland 
10,Ruukki s delivery volumes and selling prices showed favourable development and the company s comparable net sales grew by   yearonyear to EURm  CEO Sakari Tamminen said 
10,Sanoma Magazines  net sales are estimated to grow in  
10,The bank forecasts Finland s GDP will grow by   in  and in  
10,The circuit s overall production rate on a weekly basis is now in excess of an average of  tonnes per day  with volumes in excess of  tonnes per day being reached on individual days 
10,The company s consolidated operating profit amounted to EUR  mn  up from EUR  mn yearonyear 
10,The Department Store Division reported an increase in sales of  per cent 
10,The fair value of the company s investment properties grew to EUR  billion at the end of March  from EUR  million a year ago 
10,The last quarter was the best quarter of  in net sales  and the operating margin rose to   
10,The major breweries increased their domestic beer sales by  per cent last year  to  million litres from  million litres in  
10,The transaction doubles Tecnomens workforse  and adds a fourth to their net sales 
10, Operating profit rose by   to EUR     million 
10, After this purchase  Cramo will become the second largest rental services provider in the Latvian market 
10, The priority for  was to strengthen the company s balance sheet and increase cash flow   CEO Hannu Krook said 
10, The purchase of the operations is part of YIT s strategy to expand its offering of building system services geographically  
10, October   Finnish fishing tackle company Rapala VMC Corp  HEL  RAPV  said today its net profit rose to EUR  m for the first nine months of  from EUR  m for the same period a year earlier 
7,A structures BIM  building information modeling  software from Tekla  a modelbased software provider  has been adopted for the construction management and delivery of a university project in Abu Dhabi 
10,According to Finnish Metso Minerals  the value of the company s orders has gone up to EUR  bn in  months 
10,Finnish Aldata Solution has signed a contract of supply its GOLD system to two French retail chains 
10,Finnish Bank of land reports its operating profit rose to EUR  mn in the second quarter of  from EUR  mn in the corresponding period in  
10,Finnish financial group Aktia s operating profit for  increased to EUR  mn from EUR  mn in  
10,Finnish forest machinery manufacturer Ponsse s net sales grew to EUR  mn in the first quarter of  from EUR  mn in the corresponding period in  
10,Finnish KCI Konecranes has raised its net sales growth estimate for  from over   to over   
10,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing 
10,Finnish pharmaceuticals company Orion s net sales rose to EUR mn in the first quarter of  from EUR mn in the first quarter of  
10,Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines  harvester heads  and information systems in South Africa 
10,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish Mreal Corporation s Graphic Papers Business unit 
10,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years 
10,According to HKScan Finland  the plan is to increase JÆrviSuomen Portti s net sales to EUR mn to EUR mn 
10,Advertising and circulation revenues grew by   and by    respectively 
10,After the takeover  Cramo will become the second largest rental services provider in the Latvian market 
10,Again  the most significant sales increase of   was in Russia 
10,Alma Media expects its net sales to increase as forecast previously 
10,Also LemminkÆinen s profit for accounting period went up to EUR  mn from EUR  mn a year ago 
10,At the end of March   the group s order book was at EUR  mn  up   from the corresponding period in  
10,At the same time profit of the company increased by   in H and reached Ls  
7,Aviation Systems Maintenance is based in Kansas and generated net sales of USD  million for  
10,Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment   Paavel said 
10,Both operating profit and net sales for the month period increased  respectively from EUR  m and EUR  m  as compared to the financial year  
10,Both operating profit and net sales for the month period increased  respectively from EUR  m and EUR  m  as compared to the financial year  
10,Both operating profit and net sales for the month period increased  respectively from EUR  m and EUR  m  as compared to  
10,Both operating profit and net sales for the month period increased  respectively from EUR  m and EUR  m  as compared to  
10,Both operating profit and net sales for the ninemonth period increased  respectively by   and    as compared to the corresponding period in  
10,Both operating profit and net sales for the sixmonth period increased  respectively  from EUR  m and EUR  m  as compared to the corresponding period in  
10,Both operating profit and net sales for the sixmonth period increased  respectively from EUR  m and EUR  m  as compared to the corresponding period in  
10,Both operating profit and net sales for the sixmonth period increased  respectively from EUR  m and EUR  m  as compared to the corresponding period in  
10,Both operating profit and net sales for the sixmonth period increased  respectively from EUR  m and EUR  m  as compared to the corresponding period in  
10,Both operating profit and net sales for the threemonth period increased  respectively from EUR  m and EUR  m  as compared to the corresponding period in  
10,Both operating profit and net sales for the threemonth period increased  respectively from EUR  m and EURm  as compared to the corresponding quarter in  
10,Both operating profit and sales for the threemonth period increased  respectively from EUR  m and EUR  m  as compared to the corresponding period in  
10,Both operating profit and turnover for the ninemonth period increased  respectively from EUR  m and EUR  m  as compared to the corresponding period a year ago 
10,Both operating profit and turnover for the sixmonth period increased  respectively  from EUR  m and EUR  m  as compared to the corresponding period in  
10,Both operating profit and turnover for the sixmonth period increased  respectively from EUR  m and EUR  m  as compared to the corresponding period a year ago 
10,Cargo volume grew by   
10,Cargo volume increased by approximately   
10,comparable operating profit totaled EUR mn  up from EUR mn in  
10,Digia said its consolidated net sales for JanuaryJune  were EUR  m  up   on the same period in   EUR  m  
10,Diluted earnings per share  EPS  rose to EUR  from EUR  
10,Diluted earnings per share  EPS  rose to EUR  versus EUR  
10,Diluted earnings per share  EPS  rose to EUR  from EUR  
10,Diluted earnings per share  EPS  rose to EUR  from EUR  
10,Diluted EPS rose to EUR  from EUR  
10,EBIT margin was up from   to   
7,Editor s note  Grimaldi generated a  bln euro    bln  turnover in   ANSA reported on May    
10,EPS for the quarter was EUR   as compared with EUR  in the third quarter of   representing a Group net sales for the third quarter were EUR  m  up by   as compared with EUR  m in the third quarter of  
10,EPS from continuing operations came in at  eur  up from  
10,Equity ratio was   compared to   In the third quarter of   net sales of the Frozen Foods Business totaled EUR   up by about   from the third quarter of  
10,EUR  in Q   May   Finnish textile and clothing design company Marimekko Oyj  HEL  MMOV  said today its net profit rose to EUR  in the first quarter of  from EUR  in the corresponding period a year earlier 
10,Finlandbased Elcoteq SE  a privately held provider of electronics manufacturing services to communications companies  said Thursday it signed a longterm manufacturing supply deal with communications equipment company Andrew Corp 
10,Finnish cutlery and hand tools maker Fiskars Oyj Abp  HEL  FISAS  said today its net profit rose to EUR  million  USD  m  in the third quarter of  from EUR  million a year earlier 
10,Finnish department store chain Stockmann Oyj Abp net profit rose to  mln euro    mln  for the first nine months of  from  mln euro    mln  for the same period of  
10,Finnish lifting equipment maker Konecranes Oyj said on July    that its net profit rose to  mln euro    mln  for the first half of  from  mln euro    mln  for the same period of  
10,Finnish messaging solutions developer Tecnomen Corporation  OMX Helsinki  TEMV  said on Thursday   December  that it has received an expansion order for its Convergent Charging solution in Latin America 
10,Finnish metal industry solutions supplier Outotec Oyj net profit rose to  mln euro    mln  for the first nine months of  from  mln euro    mln  for the same period of  
10,Finnish metal products company Componenta Oyj net profit rose to  mln euro    mln  for the first quarter of  from  mln euro    mln  for the same period of  
10,Finnish office supplies and computer accessories dealer BelttonGroup Plc said its net profit rose to  mln euro    mln  in  from  mln euro    mln  in  
10,Finnish security and privacy software solutions developer Stonesoft Oyj said on January    that the preliminary sales of its StoneGate products grew by  pct yearonyear to  mln euro    mln  for the fourth quarter of  
10,Finnish silicon wafer technology company Okmetic Oyj  OMX Helsinki  OKMV  reported on Thursday   August  an operating profit of EUR  m for the period JanuaryJune   up from EUR  m in the corresponding period in  
10,Finnish software developer Done Solutions Oyj said its net profit increased to  mln euro    mln  in  from  mln euro    mln  in  
10,First quarter underlying operating profit rose to  mln eur from  mln a year earlier 
10,Following the acquisition  Relacom will strengthen its presence in Finland  serving operators and office market with mobile and fixed networks construction  installation and maintenance services 
10,For the first nine months of   the company s net profit rose to EURm from EURm for the corresponding period of  
10,HELSINKI  AFX   Retail and wholesale group Kesko reported net sales of  mln eur for February  an increase of  pct yearonyear 
10,However  net sales in  are seen to have grown to EUR  m from EUR  m in  
10,However  sales returned to growth in AprilJune   CEO Pekka Eloholma said 
10,Ragutis  which is controlled by the Finnish brewery  reported a percent rise in beer sales to  million litres and held an percent market share 
10,SvyturysUtenos Alus  which is controlled by the Nordic group Baltic Beverages Holding  BBH   posted a percent growth in beer sales for JanuaryMay to  million litres 
7,In   Contempus generated revenue of NOK   approx 
10,In addition  Kone signed a twoyear maintenance contract for the escalators 
10,In December alone  the members of the Lithuanian Brewers  Association sold a total of  million liters of beer  an increase of  percent from the sales of  million liters in December  
10,In JanuarySeptember   the Group s net interest income increased to EUR  mn from EUR  mn in JanuarySeptember  
10,In Q of   Bank of land s net interest income increased from EUR  mn to EUR  mn 
10,In Sweden  operating profit for the period under review totaled EUR  mn  up   from the corresponding period in  
10,In the fourth quarter of   Orion s net profit went up by   yearonyear to EURm 
10,In the second quarter of   the group s net profit rose to EUR  million from EUR  million in AprilJune  
10,In the second quarter of   the group s net profit rose to EUR  m from EUR  m in AprilJune  
10,In the third quarter  net sales increased by   yearonyear to EUR  million  or by   at comparable currency rates growth 
10,In the third quarter  net sales increased by   yearonyear to EUR  m  or by   at comparable currency rates growth 
7,Incap estimates it will generate a revenue of  mln euro    mln  from its Indian operations for  
10,Its market share widened to  percent from  percent a year earlier 
7,Its total annual revenue comes up to about  mln zloty    mln  mln euro  
10,Kesko Agro Eesti  the retailer and wholesaler of grain  agricultural and warehousing machinery and accessories  had net sales of  million euros in   an increase by onetenth over the preceding year 
10,Kesko s car import and retailing business  VVAuto  saw sales grow by  pct 
10,Kone s net sales rose by some   yearonyear in the first nine months of  
10, ADP News   Feb     Finnish management software solutions provider Ixonos Oyj  HEL  XNSV  said today its net profit rose to EUR  million  USD  m  for  from EUR  million for  
10, ADP News   Feb     Finnish IT solutions provider Affecto Oyj  HEL  AFEV  said today its net profit rose to EUR  million  USD m  in  from EUR  million in  
10, ADP News   Feb     Finnish fishing tackle company Rapala VMC Corp  HEL  RAPV  said today its net profit rose to EUR  million  USD  m  for  from EUR  million for  
10, ADP News   Nov     Finnish electronic measurement products and solutions maker Vaisala Oyj  OMX  VAIAS  said today that its net profit rose to EUR  million  USD  m  for the first nine months of  from EUR 
10, ADP News   Oct     Finnish lifting equipment maker Konecranes Oyj  OMX  KCRV  said today that its net profit rose to EUR  million  USD  m  in the first nine months of  from EUR  million for the s
10,Metso expects its net sales to increase by about   in   at comparable exchange rates 
7,Mreal generated a turnover of EUR  bn in  and has  employees 
10,Neste Oil Corp has signed longterm procurement contracts with Honkajoki Oy and Findest Protein Oy  both owned by Finnish food manufacturers  for the supply of animal fat for biodiesel production at Neste s  bcd Porvoo  Finland  refinery 
10,Net interest income increased by   to EUR  mn from EUR  mn in  
10,Net interest income was EUR  mn  up from EUR  mn in  
10,Net interest income was EUR  mn  up from EUR  mn 
10,Net sales of the Vegetable Oil Business rose to EUR  mn from EUR  mn 
10,Nokia Multimedia s net sales totaled EUR  bn  up   from the corresponding period in  
10,Operating income rose to EUR  mn from EUR  mn in  
10,Operating profit of Kauppalehti group rose to EUR  mn from EUR  mn  and that of Marketplaces to EUR  mn from EUR  mn in the third quarter of  
10,Operating profit rose from EUR  mn to EUR  mn 
10,Operating profit rose to  mln eur from  mln 
10,Operating profit rose to EUR  mn from EUR  mn in the corresponding period in  
10,Operating profit rose to EUR  mn from EUR  in the corresponding period in  
10,Operating profit rose to EUR  mn from EUR  mn in the corresponding period in  
10,Operating profit rose to EUR  mn from EUR  mn in the corresponding period in  
10,Operating profit rose to EUR  mn from EUR  mn in  
10,Operating profit rose to EUR  mn from EUR  mn in the corresponding period in  
10,Operating profit rose to EUR  mn from EUR  mn 
10,Operating profit rose to EUR  mn from EUR  mn 
10,Operating profit rose to EUR  mn from EUR  mn in the corresponding period in  
10,Operating profit rose to EUR  m from EUR  m year earlier 
10,Operating profit surged to EURm from EUR  
10,Operating profit totaled EUR  mn  up slightly from EUR  mn in the corresponding period in  
10,Operating profit totaled EUR  mn  up from EUR  mn 
10,Operating profit was EUR  mn  up from EUR  mn 
10,Operating profit was EUR  mn  up   from EUR  mn 
10,Order intake grew by   yearonyear and   yearonyear  respectively  to EUR  million and EUR  billion for the respective JanuarySeptember and JulySeptember  periods 
10,Orders received grew by   yearonyear to EURm 
10,Orion Pharma s operating profit increased by   from  
10,Passenger volumes rose by   in the accounting period 
10,Passengerrelated revenue rose by   to EUR  mn from EUR  mn in  
10,Press release  October  Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna  Finland 
10,Pretax profit rose to EUR  mn from EUR  mn in the corresponding period in  
10,Pretax profit rose to EUR  mn from EUR  in the corresponding period in  
10,Pretax profit rose to EUR  mn from EUR  mn in  
10,Pretax profit totaled EUR  mn  up from EUR  mn 
10,Previously  the company had guided for EBIT and sales growth of  pct and  pct respectively for this year 
10,Previously the company has estimated its operating profit to reach the level of  only 
10,Profit for the period totaled EUR  mn  up from EUR  mn in the corresponding period in  
10,Profit for the period was EUR  mn  up from EUR  mn 
10,Profit for the period was EUR  mn  up from EUR  mn in  
10,Revenue grew  percent to   xac   billion  US  billion  
10,Revenue in July to September grew  percent to  EURO   million from a year earlier  the company said Thursday 
10,Revenues at the same time grew  percent to  million euros 
10,Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna  Finland 
10,Sales in Latin America increased by   to EUR mn  and a total of  mn mobile devices were sold in the area  representing an increase of   from the corresponding period in  
10,Sales of clothing developed best 
10,Sanoma Magazines Finland s net sales grew to EUR  mn from EUR  mn 
10,Satama s net profit for the third quarter of  rose to  euro     from  euro     for the same period of  
10,Section  Regional News  The demand in Finnair s Asian traffic  measured in passenger kilometers  was up   in August compare to last year 
10,SvyturysUtenos Alus  which is controlled by the Nordic group Baltic Beverages Holding  BBH   posted a  percent growth in beer sales for JanuarySeptember to  million liters 
10,That would be an increase from estimated sales of  million last year 
10,The agreement expands Tekla Structures  scope of use to bridge design 
10,The aim is to increase sales by at least one fifth in  
10,The chain posted sales of  million euros for full   a rise of  percent  yearonyear 
10,The company expects its net sales in  to increase   from  
10,The company expects its net sales in the first half of  to reach the previous year s level 
10,The company is in the process of building a new fleet and has placed orders for  PMax tankers of  dwt 
10,The company s operating income  EBIT  totalled EUR  mn  up from EUR  mn yearonyear 
10,The EPS outlook was increased by  pct for  and  pct for  
10,The fair value of the investment properties totaled EUR  mn  up from EUR  mn in  
10,The Finnish government announced Wednesday that it sold a  percent stake in chemicals and fertilizer group Kemira Oyj for   xac   million   US million   sending the company s share price up  percent 
7,The firm generated sales of  mln eur in  
10,The German company has also signed a code share agreement with another Oneworld member  American Airlines Inc  part of USbased AMR Corp  NYSE  AMR  
10,The Helsinkibased company  which also owns the Salomon  Atomic and Suunto brands  said net profit rose  percent in the three months through Dec  to   xac   million   US million   from   xac   million a year earlier 
10,The increase in capital stock has been registered in the Finnish Trade Register on  November  
10,The operating profit for Grain Trading increased to EUR  mn from EUR  mn in  
10,The stock rose for a second day on Wednesday bringing its twoday rise to GBX  or   
10,The stock rose for a third day on Tuesday bringing its threeday rise to GBX  or   
10,The transaction is in line with Aspo s strategy to expand in the Baltic Sea region and in the eastern markets 
10,The transactions would increase earnings per share in the first quarter by some EUR  
10,There has been some recovery of the base metals prices and increased demand for metals in China  however 
10,This new representation extends Comptel s global presence to a total of  countries  serving over  customers in over  countries worldwide 
10,TietoEnator itself uses Nokia s Intellisync Mobile Suite s wireless email  calendar  and device management capabilities  and the company will now extend these services to its customers 
10,Total operating revenue grew by   yearonyear to EURm 
